timestamp,ativo,direcao,preco,score_buy,score_sell,market_quality,reasons_buy,reasons_sell,resultado,lucro,confirmado,timeframe,atr,bollinger_width,distancia_ema,horario,dia_semana,mercado,trend_direction,close,ema_fast,ema_trend,rsi,macd,cci,adx,volume_ratio,asset,direction,entry_price,exit_price,result,mq
2026-07-21T10:08:36.276833,EURGBP=X,VENDA,0.85077,78.94736842105263,26.31578947368421,75.0,"[""EMA fast bullish"", ""EMA trend bullish"", ""MACD bullish"", ""CCI positivo"", ""Volume OK"", ""Perto do suporte""]","[""Volume OK"", ""Bollinger superior (resist\u00eancia)"", ""Perto da resist\u00eancia""]",WIN,1.0,True,5,0.000201,0.001483,0.000948,10.0,1.0,Normal,Lateral,0.85077,0.850411,0.849822,74.79,0.000282,160.49,0.0,1.0,,,,,,
2026-07-21T10:50:23.829108,GBPUSD=X,VENDA,1.343015,73.68421052631578,42.10526315789473,65.0,"[""EMA fast bullish"", ""MACD bullish"", ""CCI positivo"", ""RSI favor\u00e1vel (tend\u00eancia)"", ""Volume OK"", ""Perto do suporte""]","[""EMA trend bearish"", ""RSI favor\u00e1vel (tend\u00eancia baixa)"", ""Volume OK"", ""Perto da resist\u00eancia""]",WIN,1.0,True,5,0.000372,0.001688,-0.000626,10.0,1.0,Normal,Lateral,1.343015,1.34291,1.343641,46.49,-0.000353,90.08,0.0,1.0,,,,,,
2026-07-21T11:02:38.243866,USDCAD=X,COMPRA,1.4056,26.31578947368421,78.94736842105263,65.0,"[""Volume OK"", ""Bollinger inferior (suporte)"", ""Perto do suporte""]","[""EMA fast bearish"", ""EMA trend bearish"", ""MACD bearish"", ""CCI negativo"", ""Volume OK"", ""Perto da resist\u00eancia""]",WIN,1.0,True,5,0.000255,0.001052,-0.000906,11.0,1.0,Normal,Lateral,1.4056,1.40592,1.406506,22.43,-0.000247,-66.84,0.0,1.0,,,,,,
2026-07-21T12:24:27.836366,EURGBP=X,VENDA,0.851615,78.94736842105263,26.31578947368421,75.0,"[""EMA fast bullish"", ""EMA trend bullish"", ""MACD bullish"", ""CCI positivo"", ""Volume OK"", ""Perto do suporte""]","[""Volume OK"", ""Bollinger superior (resist\u00eancia)"", ""Perto da resist\u00eancia""]",LOSS,-1.0,True,5,0.000224,0.001431,0.000981,12.0,1.0,Normal,Lateral,0.851615,0.851368,0.850634,77.6,0.00029,77.17,0.0,1.0,,,,,,
2026-07-21T12:34:59.766736,EURGBP=X,VENDA,0.85174,78.94736842105263,26.31578947368421,75.0,"[""EMA fast bullish"", ""EMA trend bullish"", ""MACD bullish"", ""CCI positivo"", ""Volume OK"", ""Perto do suporte""]","[""Volume OK"", ""Bollinger superior (resist\u00eancia)"", ""Perto da resist\u00eancia""]",WIN,1.0,True,5,0.000209,0.001534,0.001025,12.0,1.0,Normal,Lateral,0.85174,0.851491,0.850715,75.14,0.000309,84.05,0.0,1.0,,,,,,
2026-07-21T12:44:21.021572,EURGBP=X,VENDA,0.851775,78.94736842105263,26.31578947368421,75.0,"[""EMA fast bullish"", ""EMA trend bullish"", ""MACD bullish"", ""CCI positivo"", ""Volume OK"", ""Perto do suporte""]","[""Volume OK"", ""Bollinger superior (resist\u00eancia)"", ""Perto da resist\u00eancia""]",WIN,1.0,True,5,0.00021,0.001544,0.000988,12.0,1.0,Normal,Lateral,0.851775,0.851559,0.850787,68.73,0.000303,51.03,0.0,1.0,,,,,,
2026-07-21T12:53:00.938485,GBPUSD=X,COMPRA,1.340775,26.31578947368421,78.94736842105263,65.0,"[""Volume OK"", ""Bollinger inferior (suporte)"", ""Perto do suporte""]","[""EMA fast bearish"", ""EMA trend bearish"", ""MACD bearish"", ""CCI negativo"", ""Volume OK"", ""Perto da resist\u00eancia""]",LOSS,-1.0,True,5,0.000421,0.002005,-0.001638,12.0,1.0,Normal,Lateral,1.340775,1.341144,1.342413,32.04,-0.000525,-60.2,0.0,1.0,,,,,,
2026-07-21T13:01:59.092874,GBPUSD=X,COMPRA,1.3403,26.31578947368421,78.94736842105263,65.0,"[""Volume OK"", ""Bollinger inferior (suporte)"", ""Perto do suporte""]","[""EMA fast bearish"", ""EMA trend bearish"", ""MACD bearish"", ""CCI negativo"", ""Volume OK"", ""Perto da resist\u00eancia""]",LOSS,-1.0,True,5,0.000457,0.002009,-0.001951,13.0,1.0,Normal,Lateral,1.3403,1.340827,1.342251,33.96,-0.00059,-93.5,0.0,1.0,,,,,,
2026-07-21T13:11:55.372352,USDCAD=X,VENDA,1.40768,78.94736842105263,26.31578947368421,75.0,"[""EMA fast bullish"", ""EMA trend bullish"", ""MACD bullish"", ""CCI positivo"", ""Volume OK"", ""Perto do suporte""]","[""Volume OK"", ""Bollinger superior (resist\u00eancia)"", ""Perto da resist\u00eancia""]",LOSS,-1.0,True,5,0.000335,0.001206,0.001184,13.0,1.0,Normal,Lateral,1.40768,1.40698,1.406496,77.15,0.000293,161.2,0.0,1.0,,,,,,
2026-07-21T16:40:07.673034,EURGBP=X,VENDA,0.852875,78.94736842105263,26.31578947368421,75.0,"[""EMA fast bullish"", ""EMA trend bullish"", ""MACD bullish"", ""CCI positivo"", ""Volume OK"", ""Perto do suporte""]","[""Volume OK"", ""Bollinger superior (resist\u00eancia)"", ""Perto da resist\u00eancia""]",LOSS,-1.0,True,5,0.000222,0.001009,0.000439,16.0,1.0,Normal,Lateral,0.852875,0.852828,0.852436,68.6,8.8e-05,58.33,0.0,1.0,,,,,,
2026-07-22T10:54:39.908401,AUDUSD=X,COMPRA,0.69921,26.31578947368421,78.94736842105263,65.0,"[""Volume OK"", ""Bollinger inferior (suporte)"", ""Perto do suporte""]","[""EMA fast bearish"", ""EMA trend bearish"", ""MACD bearish"", ""CCI negativo"", ""Volume OK"", ""Perto da resist\u00eancia""]",WIN,1.0,True,5,0.000202,0.001017,-0.000487,10.0,2.0,Normal,Lateral,0.69921,0.699516,0.699697,23.18,-7.2e-05,-126.27,0.0,1.0,,,,,,
2026-07-22T11:03:55.828236,GBPUSD=X,COMPRA,1.336915,26.31578947368421,73.68421052631578,65.0,"[""Volume OK"", ""Bollinger inferior (suporte)"", ""Perto do suporte""]","[""EMA fast bearish"", ""EMA trend bearish"", ""MACD bearish"", ""RSI favor\u00e1vel (tend\u00eancia baixa)"", ""Volume OK"", ""Perto da resist\u00eancia""]",LOSS,-1.0,True,5,0.000358,0.001064,-0.000706,11.0,2.0,Normal,Lateral,1.336915,1.337024,1.337621,36.73,-0.000259,-36.25,0.0,1.0,,,,,,
2026-07-22T11:33:02.609420,USDCAD=X,VENDA,1.41041,78.94736842105263,26.31578947368421,75.0,"[""EMA fast bullish"", ""EMA trend bullish"", ""MACD bullish"", ""CCI positivo"", ""Volume OK"", ""Perto do suporte""]","[""Volume OK"", ""Bollinger superior (resist\u00eancia)"", ""Perto da resist\u00eancia""]",WIN,1.0,True,5,0.000249,0.001001,0.00065,11.0,2.0,Normal,Lateral,1.41041,1.410132,1.40976,73.28,0.000237,116.25,0.0,1.0,,,,,,
2026-07-22T13:36:18.760208,USDCAD=X,COMPRA,1.40823,26.31578947368421,78.94736842105263,65.0,"[""Volume OK"", ""Bollinger inferior (suporte)"", ""Perto do suporte""]","[""EMA fast bearish"", ""EMA trend bearish"", ""MACD bearish"", ""CCI negativo"", ""Volume OK"", ""Perto da resist\u00eancia""]",WIN,1.0,True,5,0.000323,0.001486,-0.001134,13.0,2.0,Normal,Lateral,1.40823,1.408596,1.409364,23.77,-0.000379,-130.18,0.0,1.0,,,,,,
2026-07-22T13:51:58.400823,AUDUSD=X,COMPRA,0.698725,26.31578947368421,89.47368421052632,65.0,"[""Volume OK"", ""Bollinger inferior (suporte)"", ""Perto do suporte""]","[""EMA fast bearish"", ""EMA trend bearish"", ""MACD bearish"", ""CCI negativo"", ""RSI favor\u00e1vel (tend\u00eancia baixa)"", ""Volume OK"", ""Perto da resist\u00eancia""]",LOSS,-1.0,True,5,0.000219,0.001048,-0.00064,13.0,2.0,Normal,Lateral,0.698725,0.699105,0.699365,38.14,-0.000107,-138.52,0.0,1.0,,,,,,
2026-07-22T14:00:49.071413,AUDUSD=X,COMPRA,0.698465,26.31578947368421,78.94736842105263,65.0,"[""Volume OK"", ""Bollinger inferior (suporte)"", ""Perto do suporte""]","[""EMA fast bearish"", ""EMA trend bearish"", ""MACD bearish"", ""CCI negativo"", ""Volume OK"", ""Perto da resist\u00eancia""]",WIN,1.0,True,5,0.00028,0.001424,-0.000864,14.0,2.0,Normal,Lateral,0.698465,0.698965,0.699329,26.43,-0.000159,-132.6,0.0,1.0,,,,,,
2026-07-22T14:12:34.009658,AUDUSD=X,COMPRA,0.698955,42.10526315789473,73.68421052631578,65.0,"[""CCI positivo"", ""Volume OK"", ""Bollinger inferior (suporte)"", ""Perto do suporte""]","[""EMA fast bearish"", ""EMA trend bearish"", ""MACD bearish"", ""RSI favor\u00e1vel (tend\u00eancia baixa)"", ""Volume OK"", ""Perto da resist\u00eancia""]",PENDENTE,0.0,False,5,0.000273,0.001499,-0.00033,14.0,2.0,Normal,Lateral,0.698955,0.698965,0.699285,39.29,-0.00014,53.81,0.0,1.0,,,,,,
